short_name,long_name,overall,potential,value,positions,position,nationality,age,height,weight,club,wage,release,club_position,end,jersey number,start,foot,national_position,national_number
M. Sanson,Morgan Sanson,76,76,8000000,CM,CM,France,27,180,73,Aston Villa,66000,15200000,SUB,2025,8,2021,Right,-,-
G. Fernández,Guillermo Fernández,76,76,7000000,"CM,CDM",CM,Argentina,30,178,75,Boca Juniors,17000,9800000,CM,2024,8,2022,Right,-,-
D. Rugani,Daniele Rugani,76,77,7500000,CB,CB,Italy,27,190,84,Juventus,72000,13300000,SUB,2024,24,2015,Right,-,-
D. Cataldi,Danilo Cataldi,76,77,7500000,"CDM,CM",CM,Italy,27,180,70,Lazio,38000,13300000,CDM,2024,32,2011,Right,-,-
M. Elneny,Mohamed Elneny,76,76,6500000,"CDM,CM",CDM,Egypt,29,179,72,Arsenal,63000,12400000,SUB,2023,25,2016,Right,-,-
N. Maupay,Neal Maupay,76,78,9500000,ST,ST,France,25,173,69,Everton,39000,18800000,SUB,2025,20,2022,Right,-,-
P. Frankowski,Przemysław Frankowski,76,77,8000000,"LWB,RWB",RM,Poland,27,175,70,Racing Club de Lens,28000,15800000,RWB,2026,29,2021,Right,SUB,8
R. Gagliardini,Roberto Gagliardini,76,76,6500000,"CDM,CM",CDM,Italy,28,188,77,Inter,50000,10700000,SUB,2023,5,2017,Right,-,-
B. Mechele,Brandon Mechele,76,77,7000000,CB,CB,Belgium,29,190,79,Club Brugge KV,24000,10300000,CB,2023,44,2012,Right,-,-
D. Kohr,Dominik Kohr,76,77,7000000,"CDM,CM",CB,Germany,28,183,80,1. FSV Mainz 05,26000,12400000,CDM,2026,31,2022,Right,-,-
Ricardo Esgaio,Ricardo Sousa Esgaio,76,76,6500000,"RWB,RB,CB",RWB,Portugal,29,172,73,Sporting CP,13000,13000000,SUB,2026,47,2021,Right,-,-
H. Ekitike,Hugo Ekitike,76,85,16500000,ST,ST,France,20,189,70,Paris Saint-Germain,19000,0,SUB,2023,44,2020,Right,-,-
A. Pyatov,Andriy Pyatov,76,76,825000,GK,GK,Ukraine,38,190,90,Shakhtar Donetsk,500,1800000,SUB,2023,30,2007,Right,-,-
R. Steffen,Renato Steffen,76,76,7000000,"LM,RM",LM,Switzerland,30,170,72,FC Lugano,13000,10200000,RM,2025,22,2022,Left,-,-
F. Ribéry,Franck Ribéry,76,76,2600000,"CF,ST,CAM",CAM,France,39,170,72,US Salernitana 1919,21000,4700000,SUB,2023,7,2021,Right,-,-
Diego Costa,Diego da Silva Costa,76,76,4800000,ST,ST,Spain,33,186,84,Wolverhampton Wanderers,72000,9100000,SUB,2023,29,2022,Right,-,-
K. Jakić,Kristijan Jakić,76,79,9000000,"CDM,CM",CDM,Croatia,25,181,75,Eintracht Frankfurt,23000,16000000,RB,2026,6,2022,Right,-,-
L. Biglia,Lucas Biglia,76,76,1500000,"CDM,CM",CDM,Argentina,36,178,63,İstanbul Başakşehir FK,23000,3000000,CDM,2023,20,2022,Right,-,-
João Victor,João Victor da Silva Marcelino,76,84,15500000,CB,CB,Brazil,23,187,80,SL Benfica,11000,34100000,SUB,2027,38,2022,Right,-,-
C. Lukeba,Castello Lukeba,76,86,15000000,CB,CB,France,19,184,73,Olympique Lyonnais,25000,31500000,CB,2025,4,2021,Left,-,-
R. Cota,Rodolfo Cota,76,76,0,GK,GK,Mexico,34,183,86,Free agent,0,0,-,-,-,2018,Right,SUB,12
Ö. Toprak,Ömer Toprak,76,76,4900000,CB,CB,Turkey,32,186,83,Antalyaspor,24000,9800000,CB,2024,21,2022,Right,-,-
M. Moralez,Maxi Moralez,76,76,3100000,"CAM,CM",CAM,Argentina,35,158,56,New York City FC,7000,4700000,CAM,2022,10,2017,Right,-,-
S. Terodde,Simon Terodde,76,76,3600000,ST,ST,Germany,34,192,83,FC Schalke 04,27000,6500000,ST,2023,9,2021,Right,-,-
Víctor Díaz,Víctor David Díaz Miguel,76,76,2400000,"CB,RB",CB,Spain,34,184,72,Granada CF,11000,3800000,SUB,2023,16,2017,Right,-,-
M. Sakho,Mamadou Sakho,76,76,4900000,CB,CB,France,32,187,83,Montpellier Hérault SC,21000,9300000,SUB,2024,75,2021,Left,-,-
M. Gradel,Max-Alain Gradel,76,76,3500000,"LW,LM",CF,Côte d'Ivoire,34,175,70,Demir Grup Sivasspor,20000,7000000,LM,2024,7,2020,Right,-,-
S. Coleman,Séamus Coleman,76,76,3900000,"RB,RWB",RB,Republic of Ireland,33,177,77,Everton,34000,7400000,SUB,2023,23,2009,Right,RWB,2
I. Ilić,Ivan Ilić,76,86,17000000,"CM,CF",CAM,Serbia,21,187,75,Hellas Verona,20000,32299999,CM,2026,14,2021,Left,-,-
R. Nainggolan,Radja Nainggolan,76,76,3500000,"CM,CAM,CDM",CM,Belgium,34,177,89,Royal Antwerp FC,22000,5300000,CM,2023,4,2021,Right,-,-
F. Forster,Fraser Forster,76,76,1300000,GK,GK,England,34,201,93,Tottenham Hotspur,52000,2500000,SUB,2024,20,2022,Right,-,-
R. Vormer,Ruud Vormer,76,76,3500000,CM,CM,Netherlands,34,178,79,Club Brugge KV,25000,4900000,SUB,2023,25,2014,Right,-,-
F. Quagliarella,Fabio Quagliarella,76,76,2600000,ST,CAM,Italy,39,180,79,U.C. Sampdoria,16000,4700000,SUB,2023,27,2016,Right,-,-
Falcao,Radamel Falcao García Zarate,76,76,2600000,ST,ST,Colombia,36,177,72,Rayo Vallecano,17000,5500000,ST,2023,9,2021,Right,-,-
L. De Silvestri,Lorenzo De Silvestri,76,76,2800000,"RWB,RM",RWB,Italy,34,186,84,Bologna,28000,4800000,RM,2023,29,2020,Right,-,-
T. Krul,Tim Krul,76,76,1300000,GK,GK,Netherlands,34,188,74,Norwich City,31000,2500000,GK,2024,1,2018,Left,SUB,13
Y. Gómez Andrade,Yeimar Gómez Andrade,76,76,6000000,CB,CB,Colombia,30,187,92,Seattle Sounders FC,9000,9000000,CB,2024,28,2020,Right,-,-
H. Moreno,Héctor Moreno,76,76,0,CB,CB,Mexico,34,186,75,Free agent,0,0,-,-,-,2021,Left,CB,15
Juan Mata,Juan Manuel Mata García,76,76,3500000,"CAM,RM",CAM,Spain,34,170,63,Galatasaray SK,56000,6700000,SUB,2023,64,2022,Left,-,-
S. Okaka,Stefano Okaka,76,76,6000000,ST,ST,Italy,32,186,90,İstanbul Başakşehir FK,38000,12000000,ST,2023,77,2021,Right,-,-
Miguel Veloso,Miguel Luís Pinto Veloso,76,76,2400000,"CM,CDM",CM,Portugal,36,180,79,Hellas Verona,20000,4099999,SUB,2023,4,2019,Left,-,-
V. Muriqi,Vedat Muriqi,75,75,6000000,ST,ST,Kosovo,28,194,86,RCD Mallorca,27000,13200000,ST,2027,7,2022,Left,-,-
C. Goodwin,Craig Goodwin,75,75,5500000,"LM,RM",LM,Australia,30,180,72,Adelaide United,7000,6900000,LM,2025,11,2022,Left,-,-
H. Lindner,Heinz Lindner,75,75,3000000,GK,GK,Austria,31,188,82,FC Sion,18000,4400000,GK,2025,1,2022,Right,GK,1
J. Lascelles,Jamaal Lascelles,75,76,5500000,CB,CB,England,28,188,83,Newcastle United,64000,10900000,SUB,2024,6,2014,Right,-,-
J. Gouweleeuw,Jeffrey Gouweleeuw,75,75,4600000,CB,CB,Netherlands,30,188,83,FC Augsburg,23000,8300000,CB,2024,6,2016,Right,-,-
F. Kainz,Florian Kainz,75,75,5500000,"LM,RM",LM,Austria,29,176,71,1. FC Köln,27000,9900000,LM,2024,11,2019,Right,-,-
D. Caligiuri,Daniel Caligiuri,75,75,2600000,"RM,RWB,CM",RM,Italy,34,182,80,FC Augsburg,26000,4700000,SUB,2023,20,2020,Right,-,-
Aihen Muñoz,Aihen Muñoz Capellán,75,80,8000000,LB,LB,Spain,24,175,68,Real Sociedad,22000,17400000,LB,2024,12,2017,Left,-,-
J. Graterol,Joel Graterol,75,81,7000000,GK,GK,Venezuela,25,176,82,América de Cali,3000,11200000,GK,2022,1,2020,Right,-,-
M. Sadílek,Michal Sadílek,75,80,8000000,"CDM,CM,LB",CDM,Czech Republic,23,169,65,FC Twente,11000,12600000,CM,2024,23,2022,Left,CM,15
M. Pjaca,Marko Pjaca,75,76,6500000,"CF,ST",CAM,Croatia,27,186,83,Empoli,81000,0,SUB,2023,14,2016,Right,-,-
Nacho Vidal,Ignacio Vidal Miralles,75,76,6000000,"RB,RWB",RB,Spain,27,180,75,CA Osasuna,23000,13100000,RB,2025,2,2018,Right,-,-
Bruno Costa,Bruno Xavier Almeida Costa,75,79,8000000,CM,CM,Portugal,25,174,68,FC Porto,12000,16600000,SUB,2024,28,2021,Right,-,-
J. Fuenzalida,José Pedro Fuenzalida,75,75,1800000,"RW,RM,RB",RM,Chile,37,170,66,Universidad Católica,9000,2500000,RW,2022,19,2016,Right,-,-
P. Olayinka,Peter Olayinka,75,76,6500000,"LM,RM",LM,Nigeria,26,188,77,SK Slavia Praha,1000,14800000,SUB,2023,9,2018,Right,-,-
B. Schmitz,Benno Schmitz,75,75,5500000,RB,RB,Germany,27,182,75,1. FC Köln,23000,9900000,RB,2024,2,2018,Right,-,-
S. Banza,Simon Banza,75,78,7500000,ST,ST,France,25,189,77,SC Braga,15000,15600000,ST,2027,23,2022,Right,-,-
D. Toköz,Dorukhan Toköz,75,78,7500000,"CM,CDM,RB",CDM,Turkey,26,180,75,Trabzonspor,32000,14800000,RES,2024,8,2021,Right,-,-
J. Guilavogui,Josuha Guilavogui,75,75,3900000,"CDM,CB",CB,France,31,188,77,VfL Wolfsburg,35000,6600000,SUB,2023,29,2016,Right,-,-
Edu Expósito,Eduardo Expósito Jaén,75,78,7500000,"CAM,CM,CDM",CM,Spain,25,178,68,RCD Espanyol de Barcelona,17000,16300000,CM,2027,20,2022,Right,-,-
T. Livramento,Tino Livramento,75,85,11500000,"RB,RWB",RB,England,19,181,71,Southampton,22000,24200000,SUB,2026,21,2021,Right,-,-
J. Lerma,Jefferson Lerma,75,75,5500000,"CDM,CM",CDM,Colombia,27,179,70,AFC Bournemouth,38000,11000000,CDM,2023,8,2018,Right,-,-
M. Rodák,Marek Rodák,75,80,6500000,GK,GK,Slovakia,25,194,81,Fulham,34000,12800000,SUB,2024,1,2013,Right,-,-
S. Bornauw,Sebastiaan Bornauw,75,81,8000000,CB,CB,Belgium,23,191,83,VfL Wolfsburg,30000,15200000,SUB,2026,3,2021,Right,-,-
Fernando,Fernando Martínez Rubio,75,75,2800000,GK,GK,Spain,32,185,85,Unión Deportiva Almería,18000,6200000,GK,2023,13,2017,Right,-,-
O. Colley,Omar Colley,75,75,4700000,CB,CB,Gambia,29,191,87,U.C. Sampdoria,18000,8500000,CB,2025,15,2018,Left,-,-
C. Taylor,Charlie Taylor,75,75,5000000,LB,LB,England,28,185,70,Burnley,38000,9500000,CB,2024,3,2017,Left,-,-
N. Höfler,Nicolas Höfler,75,75,3700000,"CDM,CM",CDM,Germany,32,181,79,Sport-Club Freiburg,23000,6300000,CDM,2026,27,2010,Right,-,-
S. Ulreich,Sven Ulreich,75,75,1800000,GK,GK,Germany,33,192,87,FC Bayern München,34000,3000000,SUB,2023,26,2021,Right,-,-
D. Cockburn,Dejon Cockburn,75,75,6000000,ST,ST,Jamaica,27,178,79,AFC Richmond,46000,11400000,SUB,2024,19,2019,Right,-,-
B. Drągowski,Bartłomiej Drągowski,75,78,6000000,GK,GK,Poland,24,188,74,Spezia,11000,11300000,GK,2025,69,2022,Right,SUB,22
C. Guanca,Cristian Guanca,75,75,5500000,"CAM,RW,ST",CAM,Argentina,29,175,72,Al Shabab,33000,9400000,SUB,2025,8,2019,Left,-,-
Aguado,Álvaro Aguado Méndez,75,78,7500000,"CM,CAM,CDM",CM,Spain,26,175,71,Real Valladolid CF,22000,16300000,SUB,2023,6,2019,Right,-,-
Pedrinho,Pedro Filipe Barbosa Moreira,75,75,5500000,"CM,CAM",CAM,Portugal,29,170,65,MKE Ankaragücü,16000,11000000,CM,2024,8,2022,Right,-,-
K. Hause,Kortney Hause,75,77,6000000,CB,CB,England,26,191,77,Watford,58000,0,SUB,2023,30,2019,Left,-,-
V. Lazaro,Valentino Lazaro,75,76,6000000,"RWB,RM,RB",RWB,Austria,26,180,75,Torino F.C.,45000,0,SUB,2023,19,2019,Right,-,-
P. Stojanović,Petar Stojanović,75,78,7000000,RB,RB,Slovenia,26,178,72,Empoli,11000,13100000,RB,2025,30,2022,Right,-,-
S. Birindelli,Samuele Birindelli,75,83,12000000,"RWB,RM,RB",RWB,Italy,22,175,70,AC Monza,33000,22800000,RM,2026,19,2022,Right,-,-
L. Miranda,Leonel Miranda,75,75,5500000,"CM,CDM",CM,Argentina,28,173,70,Racing Club,19000,8300000,CM,2023,19,2020,Right,-,-
K. Adeyemi,Karim Adeyemi,75,87,13500000,ST,ST,Germany,20,177,75,Borussia Dortmund,31000,25700000,RM,2027,27,2022,Left,-,-
Rubén Pérez,Rubén Salvador Pérez del Mármol,75,75,2800000,"CDM,CM",CDM,Spain,33,178,72,Panathinaikos FC,850,6200000,CM,2023,4,2021,Right,-,-
Rodrigo Ely,Rodrigo Ely,75,75,4800000,CB,CB,Brazil,28,188,83,Unión Deportiva Almería,23000,10600000,CB,2024,19,2022,Right,-,-
T. O'Brien,Tom O'Brien,75,78,5500000,GK,GK,England,27,186,85,AFC Richmond,31000,10900000,SUB,2023,1,2019,Right,-,-
S. Bell,Stefan Bell,75,75,4600000,CB,CB,Germany,30,192,88,1. FSV Mainz 05,23000,7800000,CB,2023,16,2010,Right,-,-
A. Cornelius,Andreas Cornelius,75,75,5500000,ST,ST,Denmark,29,193,91,F.C. København,25000,7200000,ST,2027,14,2022,Left,SUB,21
F. Uduokhai,Felix Uduokhai,75,79,7000000,CB,CB,Germany,24,193,89,FC Augsburg,20000,13100000,SUB,2024,19,2020,Left,-,-
M. Camara,Mady Camara,75,80,8000000,"CM,CDM",CM,Guinea,25,182,80,Roma,47000,14200000,SUB,2024,20,2018,Right,-,-
Marcano,Iván Marcano Sierra,75,75,1500000,CB,CB,Spain,35,190,78,FC Porto,9000,3000000,SUB,2023,5,2019,Left,-,-
O. Kukoč,Ozzie Kukoč,75,82,11500000,"RM,RB",RM,England,22,174,61,AFC Richmond,37000,24200000,SUB,2023,7,2019,Right,-,-
Jesus Andradaldo,Jesus Fabrício Andrade Simões,75,75,4800000,RB,RB,Brazil,30,177,73,Cuiabá,15000,9100000,CB,2025,16,2022,Right,-,-
J. Cabot,Jimmy Cabot,75,75,5500000,"RM,RWB",RM,France,28,164,64,Racing Club de Lens,30000,10500000,SUB,2026,19,2022,Right,-,-
Rubens Freitosa,Rubens Jairo Freitosa Costa,75,75,1800000,CM,CM,Brazil,38,174,75,Club Athletico Paranaense,11000,3400000,CM,2025,28,2022,Right,-,-
Rony Lopes,Marcos Paulo Mesquita Lopes,75,76,6500000,"RW,LW,RM",RW,Portugal,26,174,68,ESTAC Troyes,26000,0,RM,2023,11,2019,Left,-,-
L. Morgan,Lewis Morgan,75,77,7000000,"RW,CF,LW",RM,Scotland,25,178,75,New York Red Bulls,9000,11000000,LM,2023,10,2022,Right,-,-
Bernard,Bernard Anício Caldeira Duarte,75,75,5500000,LW,LW,Brazil,29,164,60,Panathinaikos FC,1000,12100000,SUB,2024,10,2022,Right,-,-
A. Elis,Alberth Elis,75,78,7500000,"ST,RM",ST,Honduras,26,183,77,FC Girondins de Bordeaux,10000,14100000,SUB,2025,29,2022,Right,-,-
U. Babatunde,Ugo Babatunde,75,75,4600000,CB,CB,Nigeria,30,186,95,AFC Richmond,38000,8700000,SUB,2023,18,2019,Right,-,-
A. Hickey,Aaron Hickey,75,85,12000000,"RB,LB,LWB",RB,Scotland,20,175,72,Brentford,28000,25200000,RB,2026,2,2022,Right,SUB,22
I. Baba,Iddrisu Baba,75,80,7500000,"CDM,CM,CB",CDM,Ghana,26,185,73,RCD Mallorca,22000,17100000,SUB,2024,12,2018,Right,SUB,13
T. Lamptey,Tariq Lamptey,75,83,12000000,"RWB,RB",RWB,Ghana,21,163,62,Brighton & Hove Albion,35000,25200000,SUB,2025,2,2020,Right,-,-
N. Okafor,Noah Okafor,75,83,12500000,"ST,CAM,LM",RM,Switzerland,22,185,85,FC Red Bull Salzburg,25000,21300000,ST,2024,77,2020,Right,-,-
E. Le Fée,Enzo Le Fée,75,82,11500000,"CM,CAM,RM",CM,France,22,170,58,FC Lorient,16000,25300000,CM,2024,10,2018,Right,-,-
J. Doku,Jérémy Doku,75,85,12500000,"RW,RM",CAM,Belgium,20,173,77,Stade Rennais FC,32000,26300000,SUB,2025,11,2020,Right,-,-
Fran García,Francisco José García Torres,75,83,12000000,"LB,LM",LWB,Spain,22,167,69,Rayo Vallecano,15000,27600000,LB,2025,3,2021,Left,-,-
Aihen Muñoz,Aihen Muñoz Capellán,75,80,8000000,LB,LB,Spain,24,175,68,Real Sociedad,22000,17400000,LB,2024,12,2017,Left,-,-
A. Pieper,Amos Pieper,75,79,7000000,CB,CB,Germany,24,191,84,SV Werder Bremen,18000,13100000,CB,2022,5,2022,Right,-,-
O. Kossounou,Odilon Kossounou,75,84,12000000,"CB,RB",CB,Côte d'Ivoire,21,191,81,Bayer 04 Leverkusen,27000,22800000,SUB,2026,6,2021,Right,-,-
R. Rojas,Robert Rojas,75,76,6000000,"RB,CB",RB,Paraguay,26,176,75,River Plate,15000,8900000,SUB,2024,2,2019,Right,-,-
J. Ramsey,Jacob Ramsey,75,85,12500000,"CM,CAM",CAM,England,21,180,72,Aston Villa,47000,26300000,CM,2027,41,2017,Right,-,-
A. Král,Alex Král,75,80,8000000,"CDM,CM",CDM,Czech Republic,24,186,76,FC Schalke 04,18000,15000000,SUB,2024,30,2019,Right,SUB,19
P. Ševčík,Petr Ševčík,75,75,5500000,"CM,RM,CDM",CM,Czech Republic,28,172,66,SK Slavia Praha,1000,12100000,SUB,2025,23,2019,Right,SUB,11
Fran Navarro,Francisco José Navarro Aliaga,75,80,8500000,ST,ST,Spain,24,179,71,Gil Vicente FC,12000,18500000,ST,2024,9,2021,Right,-,-
A. Palavecino,Agustín Palavecino,75,76,6500000,"CM,CAM",CAM,Argentina,25,179,74,River Plate,16000,9600000,SUB,2024,8,2021,Right,-,-
Moncayola,Jon Moncayola Tollar,75,81,9000000,"CM,CDM",CM,Spain,24,189,86,CA Osasuna,22000,20700000,CM,2031,7,2017,Right,-,-
N. Collins,Nathan Collins,75,82,10500000,"CB,RB",CB,Republic of Ireland,21,193,81,Wolverhampton Wanderers,41000,22100000,CB,2027,4,2022,Right,CB,12
A. Hickey,Aaron Hickey,75,85,12000000,"RB,LB,LWB",RB,Scotland,20,175,72,Brentford,28000,25200000,RB,2026,2,2022,Right,SUB,22
J. Graterol,Joel Graterol,75,81,7000000,GK,GK,Venezuela,25,176,82,América de Cali,3000,11200000,GK,2022,1,2020,Right,-,-
Jean Lucas,Jean Lucas de Souza Oliveira,75,80,8500000,"CM,CDM,CAM",CM,Brazil,24,181,78,AS Monaco,36000,16800000,SUB,2026,11,2021,Right,-,-
B. Johnson,Brennan Johnson,75,85,12500000,"RW,ST",RM,Wales,21,181,71,Nottingham Forest,43000,26300000,ST,2026,20,2019,Right,SUB,9
Samuel Lino,Samuel Dias Lino,75,83,12500000,"LM,ST,RM",LM,Brazil,22,178,66,Valencia CF,36000,0,LM,2023,16,2022,Right,-,-
K. Adeyemi,Karim Adeyemi,75,87,13500000,ST,ST,Germany,20,177,75,Borussia Dortmund,31000,25700000,RM,2027,27,2022,Left,-,-
Daniel Bragança,Daniel Santos Bragança,75,84,12500000,CM,CAM,Portugal,23,178,71,Sporting CP,11000,27500000,SUB,2025,23,2018,Left,-,-
A. Velasco,Alan Velasco,75,85,12000000,"LM,LW,CAM",CAM,Argentina,19,167,63,FC Dallas,5000,20400000,LM,2025,20,2022,Right,-,-
Tiago Djaló,Tiago Emanuel Embaló Djaló,75,82,10500000,"CB,RB,LB",CB,Portugal,22,190,82,LOSC Lille,23000,22100000,CB,2024,3,2019,Right,-,-
L. Ivanušec,Luka Ivanušec,75,82,11500000,"CAM,CM,RM",CAM,Croatia,23,175,76,Dinamo Zagreb,900,27600000,SUB,2026,7,2019,Right,-,-
M. Viña,Matías Viña,75,78,7000000,"LWB,LM,LB",LWB,Uruguay,24,181,70,Roma,39000,12400000,SUB,2026,5,2021,Left,-,-
L. Provod,Lukáš Provod,75,80,8000000,"CM,LM",LM,Czech Republic,25,189,84,SK Slavia Praha,1000,18200000,SUB,2026,17,2019,Left,-,-
L. Thomas,Luke Thomas,75,80,8000000,"LB,LWB",LB,England,21,177,68,Leicester City,41000,15800000,SUB,2024,33,2017,Left,-,-
M. Mudryk,Mykhailo Mudryk,75,85,12500000,"LM,CAM",RM,Ukraine,21,175,61,Shakhtar Donetsk,750,30000000,LM,2026,20,2018,Right,SUB,20
Vítor Tormena,Vítor Tormena de Farias,75,78,6500000,CB,CB,Brazil,26,192,84,SC Braga,13000,13500000,CB,2024,3,2019,Right,-,-
Silas,Silas Katompa Mvumpa,75,82,11500000,"RM,LM,ST",ST,Congo DR,23,189,82,VfB Stuttgart,20000,23000000,ST,2024,14,2019,Right,-,-
T. Teuma,Teddy Teuma,75,75,5500000,"CM,CDM",CM,Malta,28,176,73,Royale Union Saint-Gilloise,17000,8300000,CM,2024,17,2019,Left,-,-
S. Bornauw,Sebastiaan Bornauw,75,81,8000000,CB,CB,Belgium,23,191,83,VfL Wolfsburg,30000,15200000,SUB,2026,3,2021,Right,-,-
Riqui Puig,Ricard Puig Martí,75,83,12500000,CM,CAM,Spain,22,169,56,LA Galaxy,8000,21300000,CM,2025,6,2022,Right,-,-
L. Balerdi,Leonardo Balerdi,75,81,8000000,CB,CB,Argentina,23,187,76,Olympique de Marseille,26000,16800000,SUB,2026,5,2021,Right,-,-
A. Gordon,Anthony Gordon,75,84,12500000,"LM,RM",RM,England,21,182,74,Everton,26000,26300000,RM,2025,10,2017,Right,-,-
B. Mbeumo,Bryan Mbeumo,75,81,9000000,"RW,ST",CAM,Cameroon,22,171,75,Brentford,40000,18900000,RW,2026,19,2019,Left,-,-
L. Openda,Loïs Openda,75,83,12500000,ST,ST,Belgium,22,174,78,Racing Club de Lens,28000,26300000,ST,2027,11,2022,Right,-,-
Y. Adli,Yacine Adli,75,82,11500000,"CM,CAM",CAM,France,21,186,78,AC Milan,37000,21900000,RES,2026,7,2021,Right,-,-
D. Spence,Djed Spence,75,84,12000000,"RWB,RB",RWB,England,21,184,71,Tottenham Hotspur,44000,25200000,SUB,2027,24,2022,Right,-,-
A. Lunin,Andriy Lunin,75,84,11000000,GK,GK,Ukraine,23,192,87,Real Madrid CF,63000,24800000,SUB,2024,13,2018,Right,SUB,12
D. Kyereh,Daniel-Kofi Kyereh,75,78,7500000,"CAM,ST,RM",CAM,Ghana,26,179,73,Sport-Club Freiburg,26000,13300000,SUB,2023,11,2022,Right,SUB,23
N. Pérez,Nehuén Pérez,75,82,10500000,CB,CB,Argentina,22,186,75,Udinese Calcio,13000,20000000,CB,2027,18,2022,Right,-,-
U. Račić,Uroš Račić,75,80,8500000,"CM,CDM",CM,Serbia,24,193,81,SC Braga,26000,0,SUB,2023,19,2018,Right,-,-
G. Bushchan,Georgiy Bushchan,75,78,5000000,GK,GK,Ukraine,28,196,84,Dynamo Kyiv,800,11400000,GK,2023,1,2011,Right,GK,1
J. Lindstrøm,Jesper Lindstrøm,75,84,12500000,"CAM,CF",CAM,Denmark,22,182,66,Eintracht Frankfurt,22000,23800000,RM,2026,29,2021,Right,-,-
L. Tawamba,Léandre Tawamba,75,75,4600000,ST,ST,Cameroon,32,189,95,Al Taawoun,26000,7600000,ST,2024,3,2020,Right,-,-
P. Bucha,Pavel Bucha,75,79,8000000,"CM,CAM,CDM",CAM,Czech Republic,24,177,73,FC Viktoria Plzeň,950,18200000,CDM,2024,20,2018,Right,-,-
Bruno Costa,Bruno Xavier Almeida Costa,75,79,8000000,CM,CM,Portugal,25,174,68,FC Porto,12000,16600000,SUB,2024,28,2021,Right,-,-
S. Giménez,Santiago Giménez,75,84,12500000,ST,ST,Mexico,21,182,69,Feyenoord,9000,21300000,SUB,2026,29,2022,Left,SUB,11
M. Sadílek,Michal Sadílek,75,80,8000000,"CDM,CM,LB",CDM,Czech Republic,23,169,65,FC Twente,11000,12600000,CM,2024,23,2022,Left,CM,15
T. Bašić,Toma Bašić,75,80,8000000,"CM,CDM",CM,Croatia,25,190,82,Lazio,38000,14200000,SUB,2026,88,2021,Left,-,-
E. Destanoğlu,Ersin Destanoğlu,75,81,7500000,GK,GK,Turkey,21,195,88,Beşiktaş JK,21000,16500000,GK,2023,1,2018,Right,-,-
M. Kumbulla,Marash Kumbulla,75,82,10500000,CB,CB,Albania,22,191,78,Roma,39000,20000000,SUB,2025,24,2021,Right,-,-
P. Beruatto,Pietro Beruatto,75,81,8500000,LB,LB,Italy,23,184,78,Pisa,5000,15300000,LB,2026,20,2022,Left,-,-
K. Furuhashi,Kyogo Furuhashi,75,75,6000000,"ST,LW",ST,Japan,27,170,63,Celtic,50000,10800000,ST,2025,8,2021,Right,-,-
C. Cáceda,Carlos Cáceda,75,75,3700000,GK,GK,Peru,30,185,78,FBC Melgar,750,8100000,GK,2022,12,2020,Right,-,-
G. Rutter,Georginio Rutter,75,85,12500000,ST,ST,France,20,182,83,TSG Hoffenheim,25000,23800000,ST,2026,33,2021,Left,-,-
Moncayola,Jon Moncayola Tollar,75,81,9000000,"CM,CDM",CM,Spain,24,189,86,CA Osasuna,22000,20700000,CM,2031,7,2017,Right,-,-
M. Ngadeu,Michael Ngadeu,75,75,3800000,CB,CB,Cameroon,31,190,87,KAA Gent,20000,5700000,CB,2023,5,2019,Right,-,-
O. Mangala,Orel Mangala,75,80,8500000,"CM,CDM",CM,Belgium,24,178,80,Nottingham Forest,45000,16800000,SUB,2024,5,2022,Right,-,-
F. Pizzini,Francisco Pizzini,75,75,5500000,"RM,LM",RM,Argentina,28,178,75,Club Atlético Talleres,16000,8300000,SUB,2025,28,2022,Right,-,-
J. Martin,Jonas Martin,75,75,4400000,"CM,CDM",CM,France,32,184,77,LOSC Lille,29000,8400000,SUB,2024,8,2022,Right,-,-
D. Pelkas,Dimitrios Pelkas,75,75,5500000,"CAM,LM,CM",CAM,Greece,28,175,73,Hull City,56000,0,LM,2023,20,2020,Right,-,-
L. Waldschmidt,Luca Waldschmidt,75,78,7500000,"CF,ST",CAM,Germany,26,181,74,VfL Wolfsburg,42000,13300000,CAM,2025,7,2021,Left,-,-
A. Brignoli,Alberto Brignoli,75,75,3700000,GK,GK,Italy,30,187,74,Panathinaikos FC,650,8100000,GK,2023,91,2021,Left,-,-
T. Hamed,Tarek Hamed,75,75,2800000,"CDM,CM",CDM,Egypt,33,169,67,Al Ittihad,32000,4800000,CM,2024,3,2022,Right,-,-
Unai López,Unai López Cabrera,75,78,7500000,"CM,CDM,CAM",CAM,Spain,26,170,69,Rayo Vallecano,19000,16300000,SUB,2024,17,2021,Right,-,-
A. Buksa,Adam Buksa,75,77,7000000,ST,ST,Poland,25,191,77,Racing Club de Lens,30000,13800000,SUB,2023,9,2022,Left,SUB,24
Álvaro,Álvaro González Soberón,75,75,3600000,CB,CB,Spain,32,182,75,Al Nassr,32000,6100000,CB,2024,21,2022,Right,-,-
A. Lozano,Anthony Lozano,75,75,5500000,"ST,LM",ST,Honduras,29,185,74,Cádiz CF,30000,11600000,SUB,2023,9,2020,Right,-,-
S. Posch,Stefan Posch,75,79,7000000,"CB,RB",CB,Austria,25,189,82,Bologna,27000,0,CB,2023,3,2017,Right,SUB,5
D. Mihailovic,Djordje Mihailovic,75,81,9000000,"CF,CAM,CM",CAM,United States,23,178,69,Club de Foot Montréal,9000,15300000,CM,2022,8,2021,Right,-,-
